ID,businessname,legalowner,LicenseFK
2835,Test Kitchen,,2835
2836,Teuscher Chocolates,CHATAL ASSOCS LPS,2836
2837,Tezcanlar  Inc,,2837
2838,TGI Fridays,,2838
2839,THAI ACCENT,MCCOY RICHARD,2839
2840,THAI BASIL,NEWBURY STREET ASSOC LP 132,2840
2841,THAI DISH RESTAURANT,  ,2841
2842,Thai North Restaurant,,2842
2843,Thaitation,,2843
2844,The Alley Bar,,2844
2845,The Atrium Cafe@Brigham & Womens Faulkner Hosp.,,2845
2846,The Avenue Bar & Grill,READY BARBARA G,2846
2847,The Backstage Cafe @Emerson,WARNICK STEVEN M TS,2847
2848,The Bacon Truck,,2848
2849,The Bacon Truck No. 2,,2849
2850,THE BANSHEE,NINE THIRTY FOUR INC.,2850
2851,THE BARKING CRAB,LEMLE DOUGLAS,2851
2852,THE BASEBALL TAVERN,,2852
2853,The Baupost Group/Cafe Services,,2853
2854,The Bebop,,2854
2855,The Beehive,BOSTON CTR ARTS INC LESSEE,2855
2856,THE BELVEDERE CONDOMINIUM,BRAUN THERESA P TS,2856
2857,The Berry Twist,LESLEY,2857
2858,The Best Little Restaurant,MOY BING H TRSTS,2858
2859,The Best Sausage Co.  Inc.,ONESSIMO,2859
2860,The Bite,,2860
2861,THE BLARNEY STONE,M. CONLON  PRES.,2861
2862,The Block,,2862
2863,THE BOSTON ICE CREAM FACTORY,LAMBERT,2863
2864,The Bostonian Boston - A Millennium Hotel,BOSTONIAN HOTEL ASSOCS LPS,2864
2865,The Bowery,,2865
2866,The Boxer dba Finch,  ,2866
2867,The Brahmin,GREG DEN HERDER/IGOR BLA TNIK,2867
2868,THE BREAKFAST CLUB,G. ATHANASOPOULOS/R. KARI,2868
2869,The Broadway Restaurant,BOSTON BEER GARDEN GIUSEPPE,2869
2870,The Bullpen,PARATORE,2870
2871,The Butcher Shop,CARABITSON ANNA DARTLEY,2871
2872,THE CAFE ON NEW CHARDON ST.,TWENTY 5 NEW CHARDON ST LPS,2872
2873,THE CATERED AFFAIR @ BOS. PUBLIC LIBRARY(T.O.),,2873
2874,The Causeway,  ,2874
2875,THE CHARLES PLAYHOUSE,,2875
2876,The Cheesecake Factory,,2876
2877,The Circle Pizza,  ,2877
2878,The Cookie Monstah,,2878
2879,The Cookie Monstah No. 2 Party Monstah,,2879
2880,The Cookie Monstah No. 3 Greenway Monstah,,2880
2881,The Cookie Monstah No. 4 Lil' Monstah,,2881
2882,The Cookie Monstah No. 5 Social Monstah,,2882
2883,The Corner Pub of Chinatown,WONG KATHERINE ETAL,2883
2884,The Corner Restaurant,  ,2884
2885,THE CORNER STORE OF BHA,ANTHONY PERKINS,2885
2886,The Corner Tavern,BACON DOUGLAS F TS,2886
2887,The Delux Cafe,NINTY 8 CHANDLER STREET,2887
2888,The Dining Car No. 2,,2888
2889,the dorset,,2889
2890,The Draft Bar & Grill,ALLSTON TAVERN INC MASS,2890
2891,THE ELEPHANT WALK,,2891
2892,The Fairmount Grille,,2892
2893,The Farmacy Cafe,,2893
2894,THE FIELD HOUSE,TRUSTEES OF BOSTON UNIV,2894
2895,The Fourth Wall,PRESET LLC,2895
2896,The Friendly Toast,GORDON ANTHONY O,2896
2897,The Frogmore,ROMAN CATH ARCH OF BOS,2897
2898,The Gallery Restaurant,,2898
2899,THE GALLEY DINER,PAUL SKUDRIS,2899
2900,The Gallows,  ,2900
2901,The Gate Bar & Restaurant,SMITH THOMAS M ETAL,2901
2902,The Gift Shop @ ISBCC,,2902
2903,The Ginger Man,ONE 48 STATE STREET LPS,2903
2904,The Glenville Stops,VARGAS ULICES,2904
2905,The Godfrey Hotel Boston,,2905
2906,THE GOOD LIFE,SAFAII HOMA,2906
2907,THE GRYPHON HOUSE,ED HATFIELD,2907
2908,The Halal Guys,,2908
2909,THE HARP,,2909
2910,The Haven,,2910
2911,The Hawthorne,THE TRUSTEES OF BOSTON/LU,2911
2912,THE HILL TAVERN,THE HILL TAVERN: PETER CU LPO,2912
2913,The Hopewell Bar & Kitchen,MILLER TUCKER REED TRSTS,2913
2914,The Hub,CHIMINIELLO ROBYN,2914
2915,THE HUB PUB,,2915
2916,The Ice Creamsmith,MABEL,2916
2917,THE IMPROV ASYLUM,PIZZUTI DONATO F,2917
2918,The Industry,,2918
2919,The Inn @ St. Botolph,ROIFF PAUL G TS,2919
2920,The Juice Box,,2920
2921,The Juicery,,2921
2922,THE JUNCTION,,2922
2923,THE KINSALE IRISH PUB & REST.,,2923
2924,The Kitchen Cafe,,2924
2925,The Landing,,2925
2926,The Lansdowne,CONCORDE ENTERTAINMENT IN C.,2926
2927,THE LAST DROP,,2927
2928,The Liberty Hotel,,2928
2929,The Lounge,,2929
2930,THE LOWER DEPTHS,GECHIJIAN ARMEN,2930
2931,THE MASTER MCGRATH,MJJT LLC,2931
2932,The Merchant,MANCEBO LLC,2932
2933,The Oceanaire Seafood Room,PARADIGM CARLYLE COURT ST,2933
2934,The Old Havana,NAVARRO AIDA L,2934
2935,The Olive Garden Italian Restaurant No.  1674,  ,2935
2936,The Oyster Club,HERITAGE ON GARDEN CONDO TR,2936
2937,The Paint Bar,FRANKLYN G BILL TRSTS,2937
2938,The Paramount,,2938
2939,The Paramount Cafe @Emerson,,2939
2940,The Playwright,BOLGER JULILAN,2940
2941,THE POINT,BEN SHERI TS,2941
2942,The Porter Cafe,THE CONTINENTAL REALTY LLC,2942
2943,The Pot Bar,,2943
2944,The Pour House,CHATAL ASSOCS MASS LP,2944
2945,The Q,ASN PARK ESSEX LLC &,2945
2946,The Quietfew,MODICA JANICE L TS,2946
2947,The Real Deal,SLYNE STEPHEN D TS,2947
2948,The Reserve,CHRISTINE GILPIN  CONTROL LER,2948
2949,The Restaurant @ Boston Athletic Club,BOSTON HARBOR INDUSTRIAL,2949
2950,THE SALTY DOG,,2950
2951,The Skating Club of Boston,BERIG,2951
2952,The Spaht,,2952
2953,The Square Root,  ,2953
2954,THE TAM,TWO-22 TREMONT ST LLC,2954
2955,The Tavern At The End Of The World,OMALLEY PETER J TS,2955
2956,The Terrace Coffee Bar,,2956
2957,The Trophy Room,BASILE LAWRENCE A,2957
2958,The Turf Club,,2958
2959,THE UNION LOUNGE,,2959
2960,THE UNITED CLUB,,2960
2961,The Upper Crust,  ,2961
2962,The West Ender,FABBO MAURIZIO A,2962
2963,The Westin Boston Waterfront,,2963
2964,The Westin Boston Waterfront/Starbucks,,2964
2965,The Westland,TIGER LILY RESTAURANT,2965
2966,The Wheelhouse,,2966
2967,The White Bull,,2967
2968,The Wild Duck,DELLO RUSSO ROBERT J.,2968
2969,The Wild Duck Wine & Spirits,  ,2969
2970,The Wild Rover Tavern,DRISCOLL SHAWN F,2970
2971,The Wine Press,,2971
2972,The Wright Grill @ Geo. Wright Golf Course,CITY OF BOSTON,2972
2973,THEO'S COZY CORNER RESTAURANT,CIRIGNANO FRANK,2973
2974,THINGS WILD GIFT SHOP,BOSTON CULINARY GROUP/FRA,2974
2975,Thinking Cup,,2975
2976,Thinking Cup L L C,GRANDVIEW CONDOMINIUM TR,2976
2977,Thinking Cup Newbury,HAMILTON JAMES A G TS,2977
2978,Thirst Juice Co.,  ,2978
2979,Thompson Island Outward Bound,,2979
2980,Thorntons Fenway Grille,THORTON MARTIN,2980
2981,Thornton's Restaurant,THE GREENHOUSE APTS,2981
2982,Three Fins Coffee Roasters,  ,2982
2983,Tianjin Bun House,PETER LUU  PRES.,2983
2984,TIA'S WATERFRONT,LORI LILLY,2984
2985,TICO,,2985
2986,Tienda Y Taqueria San Antonio,  ,2986
2987,Tiger Mama,,2987
2988,Tiki Rock/Oisa,ARCHSTONE SMITH OPERATING,2988
2989,Tikkaway Grill,,2989
2990,Tikki Masala Indian Restaurant,WEST RONALD K TS,2990
2991,Time Out Market (Boston) Bar 1,OMNI ORTIZ,2991
2992,Time Out Market (Boston) Bar 2,OMNI ORTIZ,2992
2993,Tin Tin Buffet,,2993
2994,Tip Tap Room,,2994
2995,Tipsy's Beer & Wine,  ,2995
2996,Toasted Flats,,2996
2997,Tom English Bar,KEVIN DEMILLE - PETER MCGEE,2997
2998,Tom English Cottage,ENGLISH THOMAS A JR,2998
2999,Tony & Elaine's,  ,2999
3000,Tony C's Sports Bar & Grill,,3000
3001,TONY'S,,3001
3002,Tony's Place,IMBORNONE ELIO SR TS,3002
3003,Top Griyo,,3003
3004,Top Groceries,STEVENS,3004
3005,Top Mix Bar & Kitchen,MARCELINO CORREIA  PRES.,3005
3006,Top of The Hill,,3006
3007,Top Of The Hub,,3007
3008,TOPASIO RESTAURANT,NIGRO EUPREMIO TRSTS,3008
3009,Tora Japanese Restaurant,YEE KENNETH M TRST,3009
3010,TORO,HAJJ JIHAD,3010
3011,Tostado,,3011
3012,Tostado LLC,  ,3012
3013,Totto Ramen,,3013
3014,TOUCHIE'S SHAMROCK PUB,,3014
3015,Trade,,3015
3016,Trade By Jody Adams,,3016
3017,TRADER JOE'S No. 510,GUBBINS/MCMAHON BOYLSTON LP,3017
3018,Trader Joe's No. 561,,3018
3019,Tradesman,  ,3019
3020,Trattoria IL Panino,,3020
3021,Travel & Leisure No. 1936,,3021
3022,Travel Traders,TRAVEL TRADERS HOTEL STORES INC.,3022
3023,Travel Traders No.  3020,,3023
3024,TRAVEL TRADERS No. 189,TRAVEL TRADERS HOTEL STOR ES INC.,3024
3025,Travel Traders No. 3052@Sheraton Boston Hotel,SHERATON BOSTON CORP,3025
3026,Travel Traders No. 3103,,3026
3027,TREMONT CAFETERIA,  ,3027
3028,TREMONT HOUSE OF PIZZA,YIANASMIDIS GEORGE ETAL,3028
3029,Tremonte Restaurant,,3029
3030,Tres Gatos Cafe,DWORKIN OLIVIA H C,3030
3031,TRESCA,TRESCA RESTAURANT GROUP LLC,3031
3032,Tri Seafood Restaurant,,3032
3033,Triangle Coffee,,3033
3034,Triangle Point Market,VO AHN D,3034
3035,TRIDENT BOOKSELLERS AND CAFE,NEWBURY PRIME REALTY CORP,3035
3036,Trillium at Farnsworth,,3036
3037,Trio Cafe,  ,3037
3038,Triple Eatery,DINANNO NEVIO C ETAL,3038
3039,Tropic Food Market,GARFIELD & ROY WINT,3039
3040,Tropical Food Mart,,3040
3041,Tropical Foods International,,3041
3042,TROPICAL ISLAND RESTAURANT,,3042
3043,Troquet On South,,3043
3044,T'S PUB,GERALD J RLTY CO INC,3044
3045,Tsushi Inc.,WATERMARK DONUT COMPANY,3045
3046,TTOR Mobile Market,,3046
3047,Tu Metapan Restaurant,PERLERA FRANCISCO E,3047
3048,Tully Tavern/Grandstand Bar,JACK LYONS  MANAGER,3048
3049,Tunnel,,3049
3050,TURKUAZ MARKET,ARIF YILMAZ,3050
3051,Turtle Swamp Brewing,VALERIO GERARDO,3051
3052,Tuscan Kitchen,,3052
3053,Tutti Frutti,TARANTINO TEODORO,3053
3054,Twelve Bens,MANNION GABRIEL,3054
3055,Twelve Hours,,3055
3056,TWIN DONUTS,STARR SALLY A,3056
3057,Twin Dragon Seafood,LEE ON DONG ASSOCIATION,3057
3058,Two Brothers Market,DO DIEP,3058
3059,Two Saints Tavern,LEVINS PATRICIA A TRSTS,3059
3060,Typhoon Restaurant,PHAN-NGUYEN NHAN H.,3060
3061,Uburger,BELVOIR CONDO TRUST,3061
3062,UD Kitchen,  ,3062
3063,Ueno Sushi,  ,3063
3064,Ugi's Pizza,,3064
3065,UGIS SUBS,MANCHIONEAL ASSOCS,3065
3066,Ula Cafe`,OMAR ARGOTE/AHMAD KHERRI DENE,3066
3067,Umai Japanese Restaurant,CHATAL ASSOCIATES,3067
3068,UMass Boston Dining Commons,FOLLETT COLLEGE STORES #530,3068
3069,UMass Club,PRUDENTIAL INSURANCE CO TS,3069
3070,Unchained Pizza,  ,3070
3071,UNI,ELIOT HOTEL ASSOCIATES,3071
3072,Unidine Cafe @ RSM,,3072
3073,Unidine Cafe Coffee Bar,FLATLEY JOHN J TS,3073
3074,Unidine Corporation 1st. Fl.,TERADYNE INC,3074
3075,Union Club of Boston,UNION CLUB OF BOSTON INC,3075
3076,UNION OYSTER HOUSE,MILANO JOSEPH A JR TRST,3076
3077,Union Park Pizza,BLACKER JOHN J,3077
3078,Union Square Donuts,,3078
3079,UNITED HOUSE OF PRAYER FOR ALL PEOPLE,  ,3079
3080,United National Market,,3080
3081,University Club of Boston,UNIVERSITY CLUB,3081
3082,UNIVERSITY GRILL & PIZZA,NIKOLAOS MICHAELIS,3082
3083,UNIVERSITY HOUSE OF PIZZA,PARTHENA SAVVIDIS,3083
3084,Uno Chicago Grill,NICOLE E. ADAMS,3084
3085,Uno Due Go,DRUKER BERTRAM A TRSTS,3085
3086,Uphams House of Pizza,,3086
3087,Uptown Foods,,3087
3088,V & D Variety,,3088
3089,V & D Variety Store,,3089
3090,V&D Variety Store,ADAMS CONVENIENCE STORE  LLC,3090
3091,V10,,3091
3092,Vaanga,STEVEN KRAVETZ  C. F. O.,3092
3093,Vaisakhi Indian Kitchen,BORIS FREYMAN,3093
3094,VAN MINI MARKET,,3094
3095,Vanderbilt Food Trolly @107 Ave Louis Pasteur,,3095
3096,Vasquez Pizza & Spanish Food,,3096
3097,VAUGHN'S FISH N CHIPS,ROWELL CLARANCE,3097
3098,VB,JACK LYONS  MANAGER,3098
3099,Vee Vee,,3099
3100,Vegas Restaurant,HUNG NIM LEUNG OWNER,3100
3101,Vejigamtes Restaurant,  ,3101
3102,VENEZIA RESTAURANT (HARBOR LIGHTS),VENEZIA REAL ESTATE LLC,3102
3103,Venice Convenience Inc.,  ,3103
3104,VERC ALLSTON GULF,LEO VERCOLLONE  PRES.,3104
3105,VERC NEPONSET GULF,VERCCLLONE,3105
3106,VERONICA'S FOOD MARKET,DAVANZO CLEMENTE TS,3106
3107,Versus,WHITNEY SHAWN,3107
3108,Vertex Pharmaceuticals Cafe,,3108
3109,VHP,JACK LYONS  MANAGER,3109
3110,Victoria Seafood,VICTORIA SEAFOOD RESTAURA,3110
3111,Viga,,3111
3112,Viga (133 Pearl Street),GOODMAN PEARLSTREET PARTNERS,3112
3113,Viga Italian Eatery,,3113
3114,Villa Francesca,  ,3114
3115,Villa Mexico Cafe,ROCKETT ANDREW F TS,3115
3116,Village Pizza & Grill,,3116
3117,Village Sushi & Grill,FRANTZIS STAVROS,3117
3118,Villas Market,TIRONE JOSEPH,3118
3119,VINA ROAST,VO NGUYEN,3119
3120,Vine & Barley,MARBERBLATT ERIC G TS,3120
3121,Vineyard Grille,,3121
3122,Vineyard Grille BR-02,,3122
3123,Vino Volo,,3123
3124,Vintage Lounge,EIGHTY BROAD STREET LLC,3124
3125,VIP Dillion Fieldhouse,  ,3125
3126,Virgin Atlantic Airways Clubhouse,NORTHWEST AIRLINES/TAX DE PT. A4450,3126
3127,VITO'S,,3127
3128,Viva Burrito,,3128
3129,VIVA MI AREPA,,3129
3130,VOLLE NOLLE,GALVAO MANUEL ETAL,3130
3131,VRF,JACK LYONS  MANAGER,3131
3132,W & A Again,PAPOULIDIS KOSTA TRST,3132
3133,W Boston Banquet Rooms & Kitchen,,3133
3134,W Boston Library Bar,,3134
3135,Wabora,SAYEH MOULDI,3135
3136,Wagamama,,3136
3137,Wagamama Restaurant,,3137
3138,Wahlburgers,,3138
3139,WAI WAI ICE CREAM SHOP,WONG SHU YING TRSTS,3139
3140,WAI'S STYLE RESTAURANT,,3140
3141,Walden Local Butcher,,3141
3142,Walgreens,  ,3142
3143,Walgreens No.  05756,WALGREEN EASTERN CO.  INC,3143
3144,Walgreens No.  06349,CODMAN LLC,3144
3145,Walgreens No.  07189,,3145
3146,Walgreen's No.  09538,,3146
3147,Walgreens No.  10317,WALGREEN EASTERN CO.  INC,3147
3148,Walgreens No.  15001,ROSLINDALE CUMMINGS HIGHWAY,3148
3149,Walgreens No.  15468,,3149
3150,Walgreen's No.  1847,WALGREEN EASTERN CO.  INC,3150
3151,Walgreen's No.  3135,,3151
3152,WALGREEN'S No.  4072,TWIN CITY REAL ESTATE LLC,3152
3153,Walgreens No. 02933,ALEXANDER ELAINE B,3153
3154,WALGREEN'S No. 06072,WALGREEN'S TAX DEPT.,3154
3155,Walgreens No. 06805,WILLIAM LEVIN-BOSTON LLC,3155
3156,Walgreens No. 11797,THOMPSON JOHN J TS,3156
3157,Walgreens No. 17169,MAXI DRUGS  INC. BROOKS LIC. DEPT.,3157
3158,Walgreens No. 19437,MAXI DRUG  INC./BROOKS,3158
3159,Walgreen's No. 3016,,3159
3160,WALGREENS PHARMACY No. 04923,WALGREENS PHARMACY TAX DEPT.,3160
3161,Walloons,,3161
3162,WALLY'S,  ,3162
3163,Walnut Market,JOSE DEPINA,3163
3164,Wang Ctr. For Performing Arts,BOSTON CONCESSION GROUP  INC,3164
3165,Ward 8,NINETY NORTH WASHINGTON,3165
3166,Warehouse Bar & Grille,  ,3166
3167,Warren Food Mart,,3167
3168,Warren Market,RIVERA CESAR,3168
3169,WARREN TAVERN,SEABURY J ROGER,3169
3170,Warrior Arena Concessions,,3170
3171,Warrior Arena Snack Bar,,3171
3172,WASHINGTON STREET SUNOCO,SUN REFINING & MARKETING CO,3172
3173,Waterstone at The Circle,,3173
3174,Wave Health & Fitness,SEAPORT HOTEL ATTN: MICHA,3174
3175,Wayfair (Jugos PopUp),FIVE HUNDRED BOYLSTON WEST,3175
3176,Well Coffee House Boston,  ,3176
3177,Wendy's,BERKLEY ENT. INC.,3177
3178,Wendy's (Logan Airport T-A),,3178
3179,WENDY'S OLD FASHIONED HAMBURERS,,3179
3180,WENDY'S PROPERTIES,MIZZELLA,3180
3181,Wens Rice Noodle & Ramen,LONGO E M TS,3181
3182,Wen's Rice Noodle and Ramen,MOSKOW KENNETH A TS,3182
3183,WENTWORTH BEATTY HALL,WENTWORTH INSTITUTE,3183
3184,WEST,,3184
3185,WEST END STROLLERS,,3185
3186,West Napoli Pizza,VRATTOS SOCRATES TS,3186
3187,West Seventh Mini Market,CHALETZKY STEPHEN E TS,3187
3188,WESTBURY RESTAURANT,,3188
3189,Westin Copley Place,WESTIN HOTEL VENTURE,3189
3190,Westin Copley Place - Cantina,WESTIN HOTEL VENTURE,3190
3191,WESTIN COPLEY Place -BAR 10,WESTIN HOTEL VENTURE,3191
3192,Westin Copley Place Ingredients,,3192
3193,WHALING AND OKLAHOMA,NICOSIA MARIO,3193
3194,When Pigs Fly,STAMATOS GEORGE C,3194
3195,Which Wich,HJB INC TS,3195
3196,Whiskey's Steakhouse & Saloon,C.R.T. FOOD & BEVERAGE  INC.,3196
3197,Whisky Saigon,,3197
3198,WHITE HORSE TAVERN,BACON,3198
3199,Whittier Health Pharmacy,BOSTON EDISON COMPANY,3199
3200,Whittier Health Pharmacy II,,3200
3201,WHOLE FOODS MARKET,,3201
3202,WHOLE FOODS MARKET(415 Centre St.),  ,3202
3203,WHOLE FOODS MARKET(Cambridge St.),WHOLE FOODS MARKET GROUP  INC.,3203
3204,Whole Heart Provisions  LLC,,3204
3205,Wichit Sandwich Inc.,KANEGIS SIDNEY S,3205
3206,Wicked Lobsta,,3206
3207,Wild Pops,,3207
3208,WINDY CITY AT ADAMS VILLAGE,BAYTURK MUZAFFER,3208
3209,Wing Gawdz,,3209
3210,Wing Stop,,3210
3211,Wingit,,3211
3212,Wings Live Poultry,CHAN KWONG CHEONG,3212
3213,Wings Over Boston,  ,3213
3214,Wingz and Tingz,AURELIO RADAME NUNES,3214
3215,Wingz N Tingz,ROBYN MURPHY  PRES.,3215
3216,Wingz Xpress,,3216
3217,Wink & Nod,,3217
3218,Winsor DimSum Cafe,LEE ON DONG ASSOCIATION,3218
3219,Winter St. Express,COVICH SIDNEY TRST,3219
3220,Wm. E. Carter Ameri. Legion Post 16,CARTER WM E POST NO 16,3220
3221,Woddy's Pizza Inc.,GASSIRARO TERESA,3221
3222,Wok N Talk,BECKERLY AIDA,3222
3223,Wok 'N Talk,  ,3223
3224,Wolcott General Store,  ,3224
3225,Wolfgang Puck Pizza,BETTANO TERRI,3225
3226,WONDER BAR,NOAH EISENDRATH  OWNER,3226
3227,WONDER SPICE CAFE,,3227
3228,Wong's of Boston,MCCOY RICHARD,3228
3229,Woodrow Food Mart,,3229
3230,WOODY'S GRILL & TAP,,3230
3231,WORDEN HALL,,3231
3232,WORLD TRADE CENTER,WATERMARK DONUT COMPANY ,3232
3233,Wyndham Boston Beacon Hill-The Dean's List,CHARLES RIVER PLAZA CO,3233
3234,Xian Rougamo,MCCOY RICHARD,3234
3235,Xi'an Street Foods,YOSHI HAKAMOTO,3235
3236,Xiong Ginseng Root,CHU ROSON C TS,3236
3237,Y06,JACK LYONS  MANAGER,3237
3238,Y5,JACK LYONS  MANAGER,3238
3239,Yale Appliance & Lighting,  ,3239
3240,Yamato II,  ,3240
3241,Yamato Japanese Cuisine,  ,3241
3242,Yanes Burrito's,MARULLO STEVEN J,3242
3243,Yanes Market,ZARRELLA JAMES V TS,3243
3244,Yankee Lobster,  ,3244
3245,Yard House,,3245
3246,Yawkey Cafe,  ,3246
3247,"YAWKEY CENTER ""COFFEE SOUTH""",,3247
3248,YAWKEY CLUB OF ROXBURY,BOYS CLUB OF BOSTON THE,3248
3249,Yaz's House Of Pizza,,3249
3250,Yellowbird Chicken,,3250
3251,Yelus,,3251
3252,Yely's Coffee Shop,MEDINA JUAN A,3252
3253,Yessenias Market,RIST EDWARD B JR TS,3253
3254,Yoki Express,,3254
3255,YOMA,,3255
3256,Yotel Boston - First Floor,,3256
3257,Yotel Boston - Penthouse,,3257
3258,YUCATAN TACOS,,3258
3259,Yuen Barbeque Restaurant,,3259
3260,YUM MEE GARDEN,YEE HANLEY LEE ETAL,3260
3261,Yummy Yummy,  ,3261
3262,Yvonnes,WINTER PLACE LLC,3262
3263,Zaaki,,3263
3264,Zaz Restaurant,,3264
3265,ZC Boston,  ,3265
3266,ZELMA LACEY HOUSE,,3266
3267,ZESTO'S PIZZA,FOUR 60-468 CENTRE STREET,3267
3268,Zia Gianna Italian Bakery & Caffe,,3268
3269,Ziggy's Coffee Bar,  ,3269
3270,Zinneken's,,3270
3271,Zisis Convenience,CHETEM J. & NATAVR K. PAT EL,3271
3272,Zo,  ,3272
3273,Zo Truck,,3273
3274,Zone 5 Fitness,,3274
3275,Zuma Restaurant,,3275
3276,Zumas Tex-Mex Grill,,3276
3277,Zume's Coffee House,KERRIGAN ROBERT,3277
3278,1000 Washington Cafe,TERADYNE INC,3278
3279,150 Boylston St. Dining Room @ Emerson College,EMERSON COLLEGE,3279
3280,2011 Downtown Boston Art Fridays,,3280
3281,2016 Series 73 of Field Course LLC,,3281
3282,224 BOSTON STREET,TYO KEVIN,3282
3283,24 SEVEN,,3283
3284,28 DEGREES,DAVIS JONATHAN G,3284
3285,29 Newbury Street,SAUNDERS DONALD L TRSTS ETAL,3285
3286,2nd Cup Cafe,AND DEVELOPMENT LLC,3286
3287,3 C's Cleveland Cir. Conv.,CHESTNUT HILL AVENUE LLC,3287
3288,3 J's Auto Sales & Service Co.,RIVER STREET AUTOMOTIVE II,3288
3289,3 SCOOPS,CONSTANTINE STEVEN N.,3289
3290,300 Saratoga Cafe,,3290
3291,303 Cafe,CLACKETT THOMAS J BE,3291
3292,33 RESTAURANT & LOUNGE,GREG DEN HERDER/IGOR BLA TNIK,3292
3293,4 Quarter Plus Bargain Center,  ,3293
3294,4M MARKET,TRAN SUONG M,3294
3295,5 J's & M  Convenience Market,  ,3295
3296,5 Napkin Burger,,3296
3297,556 Riverside Market,  ,3297
3298,5-WITS,MATTHEW DUPLESSIE,3298
3299,68 Chinese Fast Food,P & C COMPANY: TONG'S FAS T FOOD,3299
3300,7 - Eleven No. 37491A,,3300
3301,7 Pond Coffee Bar,LEVIN MORDECHAI,3301
3302,7 Star St. Bistro/Astro Diner/Rozzie Ramen,,3302
3303,711 Bistro,RESTORATION HARDWARE ATTN:FINANCE DEPT,3303
3304,75 CAFE,,3304
3305,75 On Seaport Square,,3305
3306,75 STATE STREET LOBBY SHOP,WFP 75 STATE STREET CO LP,3306
3307,77 Restaurant,NGUYEN LINH,3307
3308,7-ELEVEN,,3308
3309,7-ELEVEN 32459A,SINGH,3309
3310,7-ELEVEN 32463C,,3310
3311,7-ELEVEN 33425T,ROLLINS SQUARE CONDO TRUST,3311
3312,88 Acres Foods,,3312
3313,88 SUPERMARKET,CHINESE CONSOLIDATED,3313
3314,89C Crepe & Ice Cream,,3314
3315,973 Commonwealth,973 COMMONWEALTH CORP.,3315
3316,98 HONG KONG CAFE,DONALD CHEN,3316
3317,99 CENT STATE  INC.,,3317
3318,99 CENT STOP,J P L DEVELOPMENT LPS,3318
3319,99 LOBBY SHOP,,3319
3320,99 MINI MARKET CORPORATION,,3320
3321,A & C Food Market,,3321
3322,A & C LIQUORS,CHONG,3322
3323,A & R FOOD SERVICE CO.  STATION 10,,3323
3324,A @ Time,,3324
3325,A J Wright No. 154,CONCORD BUYING GROUP  INC SALES TAX,3325
3326,A J Wright No. 175,TOBIN ROBERT G TS,3326
3327,A K's Kitchen,FREEMAN  JR./Roxbury Community College,3327
3328,A K's Take Out,DUNKLE ROBERT X,3328
3329,A K's Take Out & Delivery@Reggie Lewis Track,,3329
3330,A K'S TAKEOUT,BOUKOUVALAS ATHENA TS,3330
3331,A La Fauci & Sons,LAFAUCI FELIX TRST,3331
3332,A Piece of Heaven LTD,CLOUGHER JOHN J TRST,3332
3333,A Sweet Place,  ,3333
3334,A Taste of Jamaica,FREDERICK SHIRLYN M,3334
3335,A Time To Taste,BOSTON DEVONSHIRE INVESTORS,3335
3336,A.J. VARIETY,JACKSON AVERY,3336
3337,A.J. Wright No.  268,INGEMI MARY TRST,3337
3338,A.W.I.P. Variety,,3338
3339,A1 Mini Mart,  ,3339
3340,AA Market,SKOURTIS NIKOLAOS,3340
3341,AAA GROCERY,,3341
3342,ABBY'S PIZZA  CAFE & GRILLE,  ,3342
3343,ABE & LOUIE'S,BOYLSTON AND GLOUCESTER LLC,3343
3344,ABRUZZESE MARKET,SUSI FRANK,3344
3345,A-C Farm Market,  ,3345
3346,ACE SUSHI @ STOP & SHOP,SOUTH BAY DONUTS LLC,3346
3347,ACE Sushi @ Stop & Shop No. 429,SOUTH BAY (E&A) LLC,3347
3348,Aces High,BRENNAN JR,3348
3349,ACES MARKET,OTIS STEELE & DAVE DARLI,3349
3350,Acougue Sabor Brasil,DELUCA MARIO,3350
3351,Adam Market,BIROUKI RACHID,3351
3352,Adams Convenience,ADAMS CONVENIENCE STORE  LLC,3352
3353,ADAM'S CONVENIENT,,3353
3354,Adams Corner Inc.,ADOMUNES GERALD F.,3354
3355,Adams Market,,3355
3356,ADAMS ST SHELL,MOTIVA ENTERPRISES LLC,3356
3357,Adams Village Auto Service,MOTIVA ENTERPRISES LLC,3357
3358,Adams Village Gas LLC,MOTIVA ENTERPRISES LLC,3358
3359,Adams Village Shell,MOTIVA ENTERPRISES LLC,3359
3360,Adirondack I I I,,3360
3361,Admiral Club,,3361
3362,Advance Auto Parts No. 8636,ABRAHAMS RICHARD TS,3362
3363,Advance Auto Parts No. 8639,BERMAN ALBERT M TRSTS,3363
3364,Advance Auto Parts No. 8642,MINNIE LIMITED PARTNERSHIP,3364
3365,Advance Auto Parts No. 8646,CAPACHIETTI MARIE,3365
3366,Advance Auto Parts No. 8649,STEINBERG ALEX TS,3366
3367,ADVENT SCHOOL,ADVENT SCHOOL CORP,3367
3368,Aer Lingus Lounge (2nd level),NORTHWEST AIRLINES/TAX DE PT. A4450,3368
3369,AFC Sushi @ Berklee Sch. of Music,WILLIAM NOLAN,3369
3370,AFC Sushi @ Emerson College,  ,3370
3371,AFC Sushi @ Shaw's No. 539,BOSTON CITY PROPERTIES II,3371
3372,AFC Sushi @ Shaw's No. 586,  ,3372
